Docente,Categoria,Programa,Idlattes
Ana Valeria Machado Mendonca,Permanente,Saúde Coletiva,9570611542344742
Wagner Fontes,Permanente,Ciências Biológicas,9579979974845345
Wagner Fontes,Colaborador,Ensino de Ciências,9579979974845345
Wagner Fontes,Permanente,Patologia Molecular,9579979974845345
Hans Theo Harden,Permanente,Estudos de Tradução,9599483529212895
Marcelo Balaban,Permanente,História,9607339927631593
Edivaldo Ximenes Ferreira Filho,Permanente,Biologia Microbiana,9612272587252178
Edivaldo Ximenes Ferreira Filho,Permanente,Ciências Biológicas,9612272587252178
Joao Jose Azevedo Curvello,Permanente,Comunicação,9619198358975318
Ricardo Seixas Brites,Permanente,Geociências Aplicadas e Geodinâmica,9634300916430828
Denise Conceicao Ferraz de Camargo,Permanente,Artes,9640867534228967
Carla Costa Teixeira,Permanente,Antropologia,9642746607427163
Josivania Silva Farias,Permanente,Administração,9643397552408265
Asdrubal Borges Formiga Sobrinho,Permanente,Comunicação,9657088796419942
Elida Geralda Campos,Permanente,Profbio Ensino de Biologia Em Rede Nacional,9658281542168371
Cosme Roberto Moreira da Silva,Permanente,Ciências Mecânicas,9659007776030357
Cosme Roberto Moreira da Silva,Permanente,Sistemas Mecatrônicos,9659007776030357
Liza Maria Souza de Andrade,Colaborador,Arquitetura e Urbanismo,9661028896672932
Fabio Gelape Faleiro,Permanente,Agronomia,9679761162805267
Maria Celia Delduque Nogueira Pires de Sa,Permanente,Saúde Coletiva,9682855541881561
Neuza de Farias Araujo,Permanente,Turismo,9684502030719345
Maria Regina Fernandes de Oliveira,Permanente,Medicina Tropical,9687285743580682
Suylan de Almeida Midlej e Silva,Permanente,Administração,9693261612063921
Maria Eurydice de Barros Ribeiro,Colaborador,Artes,9705639716303115
Alice Kazuko Inoue Nagata,Permanente,Fitopatologia,9710960477270791
Elton Luiz Dantas,Permanente,Geologia,9718399842317946
Alexandre Bernardino Costa,Permanente,Direito,9725195346105443
Alexandre Bernardino Costa,Permanente,Direitos Humanos e Cidadania,9725195346105443
Daniel Barbosa Andrade de Faria,Permanente,História,9729600921917268
Alice Maria de Araujo Ferreira,Permanente,Estudos de Tradução,9748926083860842
Jose Geraldo de Sousa Junior,Permanente,Direito,9749036345345037
Jose Geraldo de Sousa Junior,Permanente,Direitos Humanos e Cidadania,9749036345345037
Sonia Nair Bao,Permanente,Biologia Animal,9757708390518979
Sonia Nair Bao,Permanente,Ciências Biológicas,9757708390518979
Sonia Nair Bao,Permanente,Nanociência e Nanobiotecnologia,9757708390518979
Antony Marco Mota Polito,Permanente,Ensino de Física - Profis,9758462703332629
Emerson Monteiro Vieira,Permanente,Ecologia,9763833123505443
Juliana Braz Dias,Permanente,Antropologia,9770265249902187
Edilson Paulo,Permanente,Contabilidade - Unb - Ufpb - Ufrn,9774701633759808
Antonio Luciano de Almeida Fonseca,Permanente,Ciências de Materiais,9778460960198877
Antonio Luciano de Almeida Fonseca,Permanente,Física,9778460960198877
Adriana de Fatima Barbosa Araujo,Permanente,Literatura,9791038198219889
Larissa Polejack Brambatti,Permanente,Psicologia Clínica e Cultura,9794510081314767
Rosa Helena Stein,Permanente,Política Social,9797011788271119
Selma Aparecida Souza Kuckelhaus,Permanente,Ciencias Medicas,9797742031974746
Selma Aparecida Souza Kuckelhaus,Permanente,Medicina Tropical,9797742031974746
Raphael Boechat Barros,Permanente,Ciencias Medicas,9801875296132926
Elder Yokoyama,Permanente,Geociências Aplicadas e Geodinâmica,9806242954314478
Guilherme Jose da Silva e Sa,Permanente,Antropologia,9806862393456180
Izabel Cristina Rodrigues da Silva,Permanente,Ciências e Tecnologias Em Saúde,9808053066757132
Ivan Ferreira da Costa,Permanente,Ciências de Materiais,9822978445312491
Jose Leonardo Ferreira,Colaborador,Ensino de Física - Profis,9847748213116878
Maria Helena Favero,Colaborador,Processos de Desenvolvimento Humano e Saúde,9851724152092292
Alexandre Perez Umpierre,Permanente,Tecnologias Química e Biológica,9861081561303546
Tereza Cristina Cavalcanti Ferreira de Araujo,Permanente,Bioética,9867515286058916
Tereza Cristina Cavalcanti Ferreira de Araujo,Permanente,Psicologia Clínica e Cultura,9867515286058916
Paulo Roberto de Lira Gondim,Permanente,Engenharia Elétrica,9868233765380165
Cristiano Alberto Muniz,Permanente,Educação,9878321982029909
Carlos Henrique Ribeiro Lima,Permanente,Tecnologia Ambiental e Recursos Hídricos,9891944518848259
Paulo Cesar Coelho Abrantes,Permanente,Filosofia,9920996222348885
Silvana Nair Leite,Colaborador,Ciências Farmacêuticas,9922706294578800
Patricia Regina Sobral Braga,Permanente,Profnit - Propriedade Intelectual e Transferência de Tecnologia Para Inovação,9929982133650606
Fabio Menezes de Souza Lima,Permanente,Ensino de Física - Profis,9938515620068417
Renato Tarciso Barbosa de Sousa,Permanente,Ciências da Informação,9941441906608746
Joao Mendes da Rocha Neto,Permanente,Administração,9946159575201209
Antonio Carlos Pedroza,Colaborador,Ensino de Física - Profis,9951581774291538
Lineu Jose Pedroso,Permanente,Estruturas e Construção Civil,9958605214947113
Romulo Jose da Costa Ribeiro,Permanente,Arquitetura e Urbanismo,9959872053260157
Romulo Jose da Costa Ribeiro,Colaborador,Ciências Ambientais,9959872053260157
Claudio Henrique Soares Del Menezzi,Permanente,Ciências Florestais,9962937225304733
Magda de Lima Lucio,Permanente,Desenvolvimento Sociedade e Cooperação Internacional,9967932202694567
Cassia Beatriz Rodrigues Munhoz,Permanente,Botânica,9973242126324510
Cassia Beatriz Rodrigues Munhoz,Permanente,Ecologia,9973242126324510
Wellington Lourenco de Almeida,Permanente,Direitos Humanos e Cidadania,9974866494032588
Dante Flavio da Costa Reis Junior,Permanente,Geografia,9980267316711819
Francisco Antonio Coelho Junior,Permanente,Administração,2039484969238906
Gisela Demo Fiuza,Permanente,Administração,#N/A
Paulo Carlos Du Pin Calmon,Colaborador,Administração,#N/A
Cristina Castro Lucas de Souza Depieri,Permanente,Administração,#N/A
Jose Eustaquio Ribeiro Vieira Filho,Permanente,Agronegócios,#N/A
Maria Julia Pantoja de Britto,Permanente,Agronegócios,#N/A
Vania Ferreira Roque Specht,Permanente,Agronegócios,#N/A
Marilusa Pinto Coelho Lacerda,Permanente,Agronomia,2140011545912735
Rose Gomes Monnerat Solon de Pontes,Permanente,Agronomia,#N/A
Andrea de Souza Lobo,Permanente,Antropologia,1706193123967139
Carlos Alexandre Barboza Plinio Dos Santos,Colaborador,Antropologia,3401359819363735
Ema Cláudia Ribeiro Pires,Visitante,Antropologia,#N/A
Erik Bähre,Visitante,Antropologia,#N/A
Gustavo Sergio Lins Ribeiro,Permanente,Antropologia,#N/A
Joao Miguel Manzolillo Sautchuk,Colaborador,Antropologia,#N/A
Claudia da Conceicao Garcia Santos,Colaborador,Arquitetura e Urbanismo,#N/A
Daniel Richard Sant Ana,Permanente,Arquitetura e Urbanismo,#N/A
Jose Manoel Morales Sanchez,Permanente,Arquitetura e Urbanismo,#N/A
Geraldo Orthof Pereira Lima,Permanente,Artes,0748062100079150
Luisa Gunther Rosa,Colaborador,Artes,#N/A
Jan Helge Solbakk,Colaborador,Bioética,#N/A
Julio Ramon Cabrera Alvarez,Permanente,Bioética,#N/A
Rita Laura Segato de Carvalho,Permanente,Bioética,#N/A
Elisabeth Nogueira Ferroni Schwartz,Permanente,Biologia Animal,7339158885682632
Aldo Henrique Fonseca Pacheco Tavares,Permanente,Biologia Microbiana,7992827773890772
Larissa Fernandes Matos,Permanente,Biologia Microbiana,6097244731872200
Rita de Cassia Pereira Carvalho,Permanente,Biologia Microbiana,#N/A
Alexandre Siqueira Guedes Coelho,Permanente,Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste,#N/A
Antonia Railda Roel,Permanente,Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste,#N/A
Aparecido Divino da Cruz,Permanente,Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste,#N/A
Aurelio Rubio Neto,Permanente,Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste,#N/A
Celia Alves de Souza,Permanente,Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste,#N/A
Claudio Carlos da Silva,Permanente,Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste,#N/A
Cleber Oliveira Saores,Permanente,Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste,#N/A
Cleonice Rocha,Colaborador,Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste,#N/A
Cristiano Marcelo Espinola Carvalho,Colaborador,Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste,#N/A
Edson Luiz Souchie,Colaborador,Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste,#N/A
Elisabeth Nogueira Ferroni Schwartz,Permanente,Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste,7339158885682632
Fabiano Guimaraes Silva,Permanente,Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste,#N/A
Flabio Ribeiro de Araujo,Colaborador,Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste,#N/A
Francisco Jose Lima Aragao,Permanente,Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste,#N/A
Gracia Maria Soares Rosinha,Permanente,Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste,#N/A
Jose Marcato Junior,Colaborador,Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste,#N/A
Juliana de Fatima Sales,Permanente,Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste,#N/A
Juliano de Carvalho Cury,Colaborador,Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste,#N/A
Katia Karina Verolla de Oliveira Moura,Colaborador,Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste,#N/A
Leda Marcia Araujo Bento,Visitante,Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste,#N/A
Lidia Andreu Guillo,Permanente,Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste,#N/A
Luciano Morais Liao,Colaborador,Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste,#N/A
Marco Antonio Utrera Martines,Permanente,Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste,#N/A
Mariana Pires de Campos Telles,Colaborador,Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste,#N/A
Marlene de Barros Coelho,Colaborador,Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste,#N/A
Nelson Jorge da Silva Junior,Permanente,Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste,#N/A
Nivaldo Dos Santos,Colaborador,Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste,#N/A
Octavio Luiz Franco,Colaborador,Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste,8598274096498065
Susana Elisa Moreno,Permanente,Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste,#N/A
Vinicius de Oliveira Ribeiro,Colaborador,Biotecnologia e Biodiversidade - Rede Pró-Centro-Oeste,#N/A
Ana Claudia Guerra de Araujo,Colaborador,Botânica,#N/A
Marcos Jose da Silva,Permanente,Botânica,#N/A
Paulo Carlos Du Pin Calmon,Permanente,Ciência Política,#N/A
Rebecca Neaera Abers,Permanente,Ciência Política,#N/A
Suely Mara Vaz Guimaraes de Araujo,Colaborador,Ciência Política,#N/A
Thiago Aparecido Trindade,Permanente,Ciência Política,#N/A
Alexandre Specht,Permanente,Ciências Ambientais,#N/A
Vania Ferreira Roque Specht,Permanente,Ciências Ambientais,#N/A
Elisabeth Nogueira Ferroni Schwartz,Permanente,Ciências Biológicas,7339158885682632
Francisco Jose Lima Aragao,Permanente,Ciências Biológicas,#N/A
Marcelo Hermes Lima,Colaborador,Ciências Biológicas,#N/A
Cesar Augusto Tiburcio Silva,Permanente,Ciências Contábeis,#N/A
Gileno Fernandes Marcelino,Colaborador,Ciências Contábeis,8761621729070350
Fernando William Cruz,Permanente,Ciências da Informação,5121339738881627
Luciana Sepulveda Koptcke,Colaborador,Ciências da Informação,#N/A
Ana Cristina de Jesus Alves,Permanente,Ciências da Reabilitação,#N/A
Felipe Augusto Dos Santos Mendes,Permanente,Ciências da Reabilitação,#N/A
Laura Davison Mangilli,Permanente,Ciências da Reabilitação,#N/A
Liana Barbaresco Gomide,Permanente,Ciências da Reabilitação,#N/A
Ana Carolina Acevedo Poppe,Permanente,Ciências da Saúde,#N/A
Debora Diniz Rodrigues,Colaborador,Ciências da Saúde,#N/A
Dirce Bellezi Guilhem,Permanente,Ciências da Saúde,1172515810929340
Eliete Neves da Silva Guerra,Permanente,Ciências da Saúde,7525934473290213
Luiz Augusto Casulari Roxo da Motta,Permanente,Ciências da Saúde,9798542394801357
Martim Francisco Bottaro Marques,Permanente,Ciências da Saúde,8352652260448205
Perola de Oliveira Magalhaes Dias Batista,Permanente,Ciências da Saúde,#N/A
Luiz Antonio Ribeiro Junior,Permanente,Ciências de Materiais,9151390986448153
Josele Regina de Oliveira Abreu Rodrigues,Permanente,Ciências do Comportamento,6577338584031776
Raquel Moreira Alo,Permanente,Ciências do Comportamento,2954130231499994
Vania Maria Moraes Ferreira,Permanente,Ciências do Comportamento,0517271370281077
Clarissa Cardoso Dos Santos Couto Paz,Permanente,Ciências e Tecnologias Em Saúde,#N/A
Dayani Galato,Permanente,Ciências e Tecnologias Em Saúde,#N/A
Larissa Fernandes Matos,Permanente,Ciências e Tecnologias Em Saúde,6097244731872200
Perola de Oliveira Magalhaes Dias Batista,Permanente,Ciências Farmacêuticas,#N/A
Vivian da Silva Santos,Permanente,Ciências Farmacêuticas,#N/A
Mauro Eloi Nappo,Permanente,Ciências Florestais,4038904353437470
Andre Luiz Lopes Sampaio,Permanente,Ciencias Medicas,7285935682660274
Fernando Antibas Atik,Permanente,Ciencias Medicas,#N/A
Florencio Figueiredo Cavalcante Neto,Colaborador,Ciencias Medicas,#N/A
Jose Roberto de Souza de Almeida Leite,Permanente,Ciencias Medicas,#N/A
Nadjar Nitz Silva Lociks de Araujo,Permanente,Ciencias Medicas,#N/A
Vania Maria Moraes Ferreira,Permanente,Ciencias Medicas,0517271370281077
Priscila America Solis Mendez Barreto,Permanente,Computação Aplicada,#N/A
Carlos Eduardo Machado da Costa Esch,Permanente,Comunicação,2000754511269794
Dacia Ibiapino da Silva,Colaborador,Comunicação,#N/A
David Renault da Silva,Colaborador,Comunicação,5060698435024011
Fernando Oliveira Paulino,Permanente,Comunicação,2907708501435465
Janara Kalline Leal Lopes de Sousa,Permanente,Comunicação,#N/A
Selma Regina Nunes Oliveira,Permanente,Comunicação,8971247010435308
Sivaldo Pereira da Silva,Permanente,Comunicação,#N/A
Cesar Augusto Tiburcio Silva,Permanente,Contabilidade - Unb - Ufpb - Ufrn,#N/A
Leides Barroso de Azevedo Moura,Permanente,Desenvolvimento Sociedade e Cooperação Internacional,#N/A
Leila Chalub-Martins,Permanente,Desenvolvimento Sociedade e Cooperação Internacional,8986588345959360
Marilia Miranda Forte Gomes,Permanente,Desenvolvimento Sociedade e Cooperação Internacional,#N/A
Cristiane Gomes Barreto,Colaborador,Desenvolvimento Sustentável,3536396604369119
Fabiano Toni,Permanente,Desenvolvimento Sustentável,7028195933258101
Joao Nildo de Souza Vianna,Permanente,Desenvolvimento Sustentável,8076611024956885
Jose Luiz de Andrade Franco,Permanente,Desenvolvimento Sustentável,#N/A
Marcel Bursztyn,Permanente,Desenvolvimento Sustentável,5951586963372359
Stephane Gerard Emile Gueneau,Visitante,Desenvolvimento Sustentável,#N/A
Stephanie Caroline Nasuti,Colaborador,Desenvolvimento Sustentável,#N/A
Ana Suelly Arruda Camara Cabral,Permanente,Desenvolvimento Sustentável,#N/A
Maria da Gloria da Veiga Moura,Permanente,Desenvolvimento Sustentável,#N/A
Stephanie Caroline Nasuti,Permanente,Desenvolvimento Sustentável,#N/A
Silvio Romero Botelho Barreto Campello,Colaborador,Design,#N/A
Ana Frazao de Azevedo Lopes,Permanente,Direito,#N/A
Beatriz Vargas Ramos Goncalves de Rezende,Colaborador,Direito,#N/A
Debora Diniz Rodrigues,Permanente,Direito,#N/A
Gabriela Garcia Batista Lima,Permanente,Direito,#N/A
Márcio Nunes Iorio Aranha Oliveira,Permanente,Direito,9930841069316962
Marcus Faro de Castro,Permanente,Direito,8117165300109701
Debora Diniz Rodrigues,Colaborador,Direitos Humanos e Cidadania,#N/A
Rita Laura Segato de Carvalho,Permanente,Direitos Humanos e Cidadania,#N/A
Jader Soares Marinho Filho,Permanente,Ecologia,2995820468418963
Maria Joao de Medeiros Brazao Lopes Feio,Colaborador,Ecologia,#N/A
Regina Helena Ferraz Macedo,Permanente,Ecologia,9230379077271296
Bernardo Pinheiro Machado Mueller,Permanente,Economia,#N/A
Jorge Saba Arbache Filho,Colaborador,Economia,7365474081904107
Marina Delmondes de Carvalho,Permanente,Economia,#N/A
Mauricio Soares Bugarin,Permanente,Economia,4570321143416032
Pedro Henrique Zuchi da Conceicao,Permanente,Economia,#N/A
Gilberto Lacerda Santos,Permanente,Educação,2662302146560805
Leila Chalub-Martins,Permanente,Educação,8986588345959360
Sandra Ferraz de Castillo Dourado Freire,Permanente,Educação,2834832229704567
Solange Alves de Oliveira,Permanente,Educação,#N/A
Rodrigo Matos de Souza,Permanente,Educação,#N/A
Otavio Aloisio Maldaner,Colaborador,Educação Em Ciências,#N/A
Pedro Fernando Avalone de Athayde,Permanente,Educação Física,7539895900034042
Dulce Maria Filgueira de Almeida Suassuna,Permanente,Educação Física,#N/A
Martim Francisco Bottaro Marques,Permanente,Educação Física,8352652260448205
Dirce Bellezi Guilhem,Permanente,Enfermagem,1172515810929340
Luciana Neves da Silva,Colaborador,Enfermagem,#N/A
Marilia Miranda Forte Gomes,Permanente,Engenharia Biomédica,#N/A
Martin Claus,Visitante,Engenharia de Sistemas Eletrônicos e de Automação,#N/A
Renato Alves Borges,Permanente,Engenharia de Sistemas Eletrônicos e de Automação,#N/A
Anderson Clayton Alves Nascimento,Permanente,Engenharia Elétrica,4438697154081039
Diego de Freitas Aranha,Colaborador,Engenharia Elétrica,#N/A
William Ferreira Giozza,Permanente,Engenharia Elétrica,#N/A
Alice Melo Ribeiro,Permanente,Ensino de Ciências,9457183337692067
Delano Moddy Simoes da Silva,Permanente,Ensino de Ciências,#N/A
Maria de Nazare Klautau Guimaraes,Permanente,Ensino de Ciências,#N/A
Cristiane Gomes Barreto,Permanente, Ensino de Ciências Ambientais Em Rede Nacional,3536396604369119
Pedro Henrique Zuchi da Conceicao,Colaborador, Ensino de Ciências Ambientais Em Rede Nacional,#N/A
Maria de Fatima da Silva Verdeaux,Permanente,Ensino de Física - Profis,6454051482472440
Juliana Betini Fachini,Colaborador,Estatistica,#N/A
Valdirene Maria Silva,Permanente,Estruturas e Construção Civil,#N/A
Danilo Nolasco Cortes Marinho,Permanente,Estudos Comparados Sobre As Américas,4839056014563910
Rebecca Forattini Altino Machado Lemos Igreja,Permanente,Estudos Comparados Sobre As Américas,#N/A
Alessandra Ramos de Oliveira Harden,Permanente,Estudos de Tradução,5623554797211311
Francesco Tomasoni,Visitante,Filosofia,#N/A
Luiz Henrique de Araujo Dutra,Permanente,Filosofia,#N/A
Michel Henri Lucien Georges Paty,Visitante,Filosofia,#N/A
Philippe Claude Thierry Lacour,Permanente,Filosofia,#N/A
Luiz Antonio Ribeiro Junior,Permanente,Física,9151390986448153
Luiz Fernando Roncaratti Junior,Permanente,Física,#N/A
Qu Fanyao,Permanente,Física,8156077172363756
Marta Cristina Corsi de Filippi,Colaborador,Fitopatologia,#N/A
Rita de Cassia Pereira Carvalho,Permanente,Fitopatologia,#N/A
Jean Michel Marcel Martinez,Colaborador,Geociências Aplicadas e Geodinâmica,#N/A
Julia Barbosa Curto Ma,Permanente,Geociências Aplicadas e Geodinâmica,9239779220163774
Gloria Maria Vargas Lopez de Mesa,Permanente,Geografia,#N/A
Adalene Moreira Silva,Permanente,Geologia,2518547102494583
Farid Chemale Junior,Permanente,Geologia,#N/A
Franck Xavier Alain Poitrasson,Visitante,Geologia,#N/A
Sylvia Maria de Araujo,Colaborador,Geologia,#N/A
Hernan Eduardo Martinez Carvajal,Permanente,Geotecnia,#N/A
Luciana de Oliveira Miranda Gomes,Permanente,Gestão Pública,#N/A
Maria Julia Pantoja de Britto,Colaborador,Gestão Pública,#N/A
Maria Raquel Gomes Maia Pires,Permanente,Gestão Pública,3128153429452472
Henrique Modanez de Sant Anna,Permanente,História,#N/A
Jose Luiz de Andrade Franco,Permanente,História,#N/A
Alba Cristina Magalhaes Alves de Melo,Permanente,Informática,#N/A
Priscila America Solis Mendez Barreto,Permanente,Informática,#N/A
Ana Suelly Arruda Camara Cabral,Permanente,Lingüística,#N/A
Edna Cristina Muniz da Silva,Permanente,Lingüística,3082159562604784
Eloisa Nascimento Silva Pilati,Permanente,Lingüística,0037568024594010
Enilde Leite de Jesus Faulstich,Permanente,Lingüística,4443562026145510
Viviane Cristina Vieira Sebba Ramalho,Permanente,Lingüística,#N/A
Mariana Rosa Mastrella-De-Andrade,Permanente,Lingüística Aplicada,1271403534157586
Elga Ivone Perez Laborde Leite,Colaborador,Literatura,#N/A
Fabricia Walace Rodrigues Eyben,Permanente,Literatura,#N/A
Maria Isabel Sassone Edom,Permanente,Literatura,#N/A
Sara Amelia Almarza Costa,Colaborador,Literatura,#N/A
Virginia Maria Vasconcelos Leal,Permanente,Literatura,#N/A
Wilian Alves Biserra,Permanente,Literatura,#N/A
Wilton Barroso Filho,Permanente,Literatura,5128408438368097
Janete Soares de Gamboa,Permanente,Matemática Em Rede Nacional,1769412695009092
Josinalva Estacio Menezes,Colaborador,Matemática Em Rede Nacional,#N/A
Tatiane da Silva Evangelista,Permanente,Matemática Em Rede Nacional,#N/A
Jose Roberto de Souza de Almeida Leite,Permanente,Medicina Tropical,#N/A
Maria Imaculada Muniz Barboza Junqueira,Permanente,Medicina Tropical,4816250202959816
Nadjar Nitz Silva Lociks de Araujo,Permanente,Medicina Tropical,#N/A
Andrea Leme da Silva,Visitante,Meio Ambiente e Desenvolvimento Rural,#N/A
Vania Ferreira Roque Specht,Permanente,Meio Ambiente e Desenvolvimento Rural,#N/A
Aldo Lopes Dinucci,Permanente,Metafísica,#N/A
Delfim Ferreira Leão,Visitante,Metafísica,#N/A
Giovanni Casertano,Permanente,Metafísica,#N/A
Marcelo Silva de Carvalho,Permanente,Metafísica,#N/A
Renato Matoso Ribeiro Gomes Brandao,Permanente,Metafísica,#N/A
Rodrigo Pinto de Brito,Permanente,Metafísica,#N/A
Seloua Luste Boulbina,Visitante,Metafísica,#N/A
Wilton Barroso Filho,Permanente,Metafísica,5128408438368097
Matthias Lewy,Permanente,Música,#N/A
Ricardo Jose Dourado Freire,Permanente,Música,#N/A
Qu Fanyao,Permanente,Nanociência e Nanobiotecnologia,8156077172363756
Kenia Mara Baiocchi de Carvalho Junqueira,Permanente,Nutrição Humana,#N/A
Marcelo Hermes Lima,Colaborador,Nutrição Humana,#N/A
Renata Puppin Zandonadi Magalhaes,Permanente,Nutrição Humana,#N/A
Eliana Mitsue Takeshita Nakagawa,Permanente,Odontologia,#N/A
Vanessa Polina Pereira da Costa,Permanente,Odontologia,#N/A
Maria Imaculada Muniz Barboza Junqueira,Permanente,Patologia Molecular,4816250202959816
Octavio Luiz Franco,Colaborador,Patologia Molecular,8598274096498065
Cristiano Guedes de Souza,Permanente,Política Social,#N/A
Debora Diniz Rodrigues,Colaborador,Política Social,#N/A
Sandra Oliveira Teixeira,Permanente,Política Social,1804546693473189
Gabriela Sousa de Melo Mieto,Permanente,Processos de Desenvolvimento Humano e Saúde,3849155640006881
Jane Farias Chagas Ferreira,Permanente,Processos de Desenvolvimento Humano e Saúde,#N/A
Sandra Ferraz de Castillo Dourado Freire,Permanente,Processos de Desenvolvimento Humano e Saúde,2834832229704567
Jose Fernando Marques de Freitas Filho,Permanente,Profartes,#N/A
Alice Melo Ribeiro,Permanente,Profbio Ensino de Biologia Em Rede Nacional,9457183337692067
Delano Moddy Simoes da Silva,Permanente,Profbio Ensino de Biologia Em Rede Nacional,#N/A
Joao Paulo Cunha de Menezes,Permanente,Profbio Ensino de Biologia Em Rede Nacional,#N/A
Marcos Antonio Dos Santos Silva,Permanente,Profbio Ensino de Biologia Em Rede Nacional,#N/A
Maria de Nazare Klautau Guimaraes,Permanente,Profbio Ensino de Biologia Em Rede Nacional,#N/A
Nilda Maria Diniz,Permanente,Profbio Ensino de Biologia Em Rede Nacional,#N/A
Edilson da Silva Pedro,Colaborador,Profnit - Propriedade Intelectual e Transferência de Tecnologia Para Inovação,#N/A
Luciene Ferreira Gaspar Amaral,Colaborador,Profnit - Propriedade Intelectual e Transferência de Tecnologia Para Inovação,#N/A
Sonia Marise Salles de Carvalho,Permanente,Profnit - Propriedade Intelectual e Transferência de Tecnologia Para Inovação,#N/A
Carla Sabrina Xavier Antloga,Colaborador,Psicologia Clínica e Cultura,1693120835730857
Silvia Renata Magalhaes Lordello Borba Santos,Permanente,Psicologia Clínica e Cultura,#N/A
Katia Elizabeth Puente-Palacios,Permanente,Psicologia Social do Trabalho e das Organizações,5809064301548089
Ronaldo Pilati Rodrigues,Permanente,Psicologia Social do Trabalho e das Organizações,3025261458644097
Andressa Regina Vasques,Permanente,Química,#N/A
Brenno Amaro Dasilveira Neto,Permanente,Química,1485558694377532
Jez Willian Batista Braga,Permanente,Química,1505814835374901
Bernardo Pinheiro Machado Mueller,Permanente,Regulação e Gestão de Negócios,#N/A
Cesar Costa Alves de Mattos,Colaborador,Regulação e Gestão de Negócios,#N/A
Claudio Elias Carvalho,Colaborador,Regulação e Gestão de Negócios,#N/A
Márcio Nunes Iorio Aranha Oliveira,Permanente,Regulação e Gestão de Negócios,9930841069316962
Marcus Faro de Castro,Permanente,Regulação e Gestão de Negócios,8117165300109701
Mauricio Soares Bugarin,Permanente,Regulação e Gestão de Negócios,4570321143416032
Danielly Silva Ramos Becard,Permanente,Relações Internacionais,6031196870275067
Eduardo Jose Viola,Permanente,Relações Internacionais,2685286492991791
Marcia de Aguiar Ferreira,Colaborador,Saúde Animal,#N/A
Dirce Bellezi Guilhem,Permanente,Saúde Coletiva,1172515810929340
Jorge Otavio Maia Barreto,Permanente,Saúde Coletiva,#N/A
Kenia Mara Baiocchi de Carvalho Junqueira,Permanente,Saúde Coletiva,#N/A
Debora Messenberg Guimaraes,Permanente,Sociologia,#N/A
Maria Angelica Brasil Goncalves Madeira,Colaborador,Sociologia,9342239614420799
Mariza Veloso Motta Santos,Permanente,Sociologia,#N/A
Stefan Fornos Klein,Permanente,Sociologia,#N/A
Tiago Ribeiro Duarte,Colaborador,Sociologia,#N/A
Andressa Regina Vasques,Permanente,Tecnologias Química e Biológica,#N/A
Brenno Amaro Dasilveira Neto,Permanente,Tecnologias Química e Biológica,1485558694377532
Bruno Dos Santos Alves Figueiredo Brasil,Colaborador,Tecnologias Química e Biológica,#N/A
Jez Willian Batista Braga,Permanente,Tecnologias Química e Biológica,1505814835374901
Pastor Willy Gonzales Taco,Permanente,Transportes,9878324695903634
Jader Soares Marinho Filho,Permanente,Zoologia,2995820468418963
Maria Carolina Blassioli Moraes,Permanente,Zoologia,#N/A
Regina Helena Ferraz Macedo,Permanente,Zoologia,9230379077271296
